video_url,user_url,username,title,view_num,created_at,shortdesc,collected_at
/watch?v=9GfTe4c3Wj8&pp=ygUETUFHQQ%3D%3D,/@ReallyAmerican,Really American,MAGA Bigot RAN OUT Of Minneapolis After Stunt BACKFIRES,41K,15 hours,Really American host Tony Hinderman breaks down protestors interrupt church service after the pastor was found out to be an ICE ...,2026-01-20 20:32:01.613505
/watch?v=SPZvRImWjCs&pp=ygUETUFHQQ%3D%3D,/@JackCocchiarellaShow,Jack Cocchiarella,MAGA Pastor Joins ICE Then Protestors Shut Down Church ... He Panics!,320K,1 day,Political commentator Jack Cocchiarella reacts to a MAGA Ice pastor getting shut down. Connect with me on Instagram: ...,2026-01-20 20:32:01.615760
/shorts/V-Spdx0qHac,/@hawkpodcasts,Hawk's Podcasts / mdg650hawk,“The 2nd Amendment is only for white men!” #duet #2A #2ndamendment #maga #carry #permit #gun #maga,46K,6 hours,The 2nd Amendment is only for white men!” Duet with: https://www.tiktok.com/@unfadingsilence If you have the means and want ...,2026-01-20 20:32:01.618024
/shorts/igMHQXbTyro,/@Dortie,Tony Dortie ,MAGA KAREN THINKS HER MLK Insult float IS FUNNY,22K,7 hours,MAGA KAREN THINKS HER MLK INSULT FLOAT IS FUNNY.,2026-01-20 20:32:01.626489
/shorts/r4qPpDrJepc,/@NewsNation,NewsNation,Protesters in Denmark sport 'MAGA' hats: Make America Go Aay,922,1 hour,Protesters in Denmark have been wearing mock MAGA hats as opposition grows to President Trump's renewed push to seize ...,2026-01-20 20:32:01.628261
/shorts/eMgPU9ge9hE,/@hawkpodcasts,Hawk's Podcasts / mdg650hawk,Where is your line MAGA? #duet #maga #line #breakingpoint #trumpsupporters #violence #occupation,11K,1 hour,Where is your line MAGA? Duet with: https://www.tiktok.com/@thebestcasandra If you have the means and want to support Hawk ...,2026-01-20 20:32:01.632586
/shorts/2PBa_F9xvKc,/@TheLetterhack,The Letterhack,Why Are MAGA Mad At Democrats Even Though They Vote Republican? #politics #maga #primary #democrats,498,7 hours,Join this channel to get access to perks: https://www.youtube.com/channel/UColAX8i-BbfjHbfQ7ah1PZA/join.,2026-01-20 20:32:01.634263
/shorts/9baxaUd-auE,/@Dortie,Tony Dortie ,MAGA KAREN THE BULLY EFFS AROUND & FINDS OUT,239K,19 hours,MAGA KAREN THE BULLY EFFS AROUND & FINDS OUT.,2026-01-20 20:32:01.635627
/watch?v=0j5bUmSlIaM&pp=ygUETUFHQQ%3D%3D,/@deanwithrs,Dean Withers,This Is The Breaking Point. - Debating MAGA! | Ep. 303,62K,Streamed 19 hours,Dean Withers Debates Over 100 Trump Supporters. Want to Support? PayPal & Venmo: https://www.linktr.ee/DeanWithers Dean ...,2026-01-20 20:32:01.636816
/shorts/SWPMI9IWrQQ,/@Theusastream28,The USA Stream,MAGA Republican Hit This CNN Panel With the Truth #shorts,1.2K,1 hour,MAGA Republican Hit Them With the Truth #scottjennings #abby #cnn #foxnews #conservative.,2026-01-20 20:32:01.639716
/shorts/cnLreyiJAA4,/@reesewaters,Reese Waters,Ludacris & Nelly MAGA Fest Controversy,93K,1 day,Nelly & Ludacris were named part of Kid Rock's Rock the Country Maga Fest this year. but Black people weren't having it.,2026-01-20 20:32:01.641136
/shorts/D0l1Cj20PYo,/@adammockler,Adam Mockler,Adam Mockler Exposes MAGA Crowd #politics #fyp #new,141K,18 hours,Shop Adam's new merch collection ➡️ https://shop.adammockler.com/ Click below for premium Adam Mockler content ...,2026-01-20 20:32:01.644843
/shorts/QlkqUzvSTCM,/@BrainRotPolitics,Brain Rot Politics,Adam Mockler SLAMS MAGA Talking Point On CNN,2.7K,3 hours,"Like, comment, and subscribe to support. TikTok: https://www.tiktok.com/@brainrotpolitics Twitter: https://twitter.com/brainrotpol IG: ...",2026-01-20 20:32:01.646810
/watch?v=ku7zdBnz73c&pp=ygUETUFHQQ%3D%3D,/@fiikazzo123,Fiikazzo ,Poor MAGA Voters GO BALLISTIC After Trump Cuts OFF ALL Federal Funds,5.9K,1 day,FAFO Season Continues As Maga Voters Regret Their Votes #Trump #MAGA #AmericaFirst #TrumpTrain ...,2026-01-20 20:32:09.396258
/shorts/aE9zZxaeISo,/@nowthisimpact,NowThis Impact,Water Prank at ICE Ignites Outrage,1.7M,4 days,Turning Point USA posted this and is so mad that protestors are using pranks.,2026-01-20 20:32:09.401186
/watch?v=vZhKi3vZUtw&pp=ygUETUFHQQ%3D%3D,/@adammockler,Adam Mockler,Angry MAGA Crowd EXPLODES After I Say This,224K,2 days,Adam Mockler hits Nashville to do a Bar Fight with Michael Knowles. Shop Adam's new merch collection ...,2026-01-20 20:32:09.402306
/watch?v=PDbjDlY8aLU&pp=ygUETUFHQQ%3D%3D,/@CHRONICLESOFBLACKS,CHRONICLES OF BLACKS,MAGA Arabs Are NOW BEGGING Black  Folks  for Help This FAFO is Wild!,17K,1 day,MAGA Arabs Are NOW BEGGING Black People For Help This FAFO is Wild!,2026-01-20 20:32:09.403407
/shorts/VFFzbuzcRps,/@hawkpodcasts,Hawk's Podcasts / mdg650hawk,The DOJ and Nicki Minaj #duet #kkk #DOJ #nikiminaj #sad #pambondi #maga #ice #church #donlemon,28K,3 hours,The DOJ and Nicki Minaj Duet with: https://www.tiktok.com/@ivehaditpodcast If you have the means and want to support Hawk ...,2026-01-20 20:32:09.405373
/shorts/BtQZJ3lwXfs,/@hawkpodcasts,Hawk's Podcasts / mdg650hawk,The NFL is Complicit #duet #humanity #nfl #maga #gaza #palestine #football #azeezalshaair #speech,4.5K,1 hour,The NFL is Complicit Duet with: https://www.tiktok.com/@theconsciouslee If you have the means and want to support Hawk you ...,2026-01-20 20:32:09.406536
/watch?v=CyHJp7njQnE&pp=ygUETUFHQQ%3D%3D,/@ParkrosePermaculture,Parkrose Permaculture,MAGA Girly in Minnesota is upset...you'll never guess why,170K,1 day,"Please follow me on Blue Sky, my handle is ParkrosePerma@bsky.social Guys!! The lash tech is on TikTok! Since she's made it ...",2026-01-20 20:32:09.409067
/shorts/17TCbHgibIs,/@hawkpodcasts,Hawk's Podcasts / mdg650hawk,The stupidest of the stupid #duet #trump #maga #stupid #dumb #insane #dementia #screwed #ignorant,20K,20 hours,The stupidest of the stupid Duet with: https://www.tiktok.com/@wiseacredesign3 If you have the means and want to support Hawk ...,2026-01-20 20:32:09.411411
/shorts/4a4YofENZmo,/@Jay317_13,Jay,Not MAGA’s Super Bowl #politicalcommentary,No,5 hours,USPolitics #CurrentEvents #HotTopics #Government #TrumpLies @GreenDay @BadBunnyPR.,2026-01-20 20:32:09.412539
/shorts/nj2dR19tRKg,/@hawkpodcasts,Hawk's Podcasts / mdg650hawk,A hero and a patriot #duet #ice #application #DHS #maga #trumpsupporters #blackman #thugs #pigs #no,20K,17 hours,A hero and a patriot Duet with: https://www.tiktok.com/@bostonsmalls5 If you have the means and want to support Hawk you can ...,2026-01-20 20:32:09.413704
